ID,SENTENCE,ANNOTATION,LABEL,ANNOTATOR_1,ANNOTATOR_2,ANNOTATOR_3,SET,IN_DEV_SET,gpt-4o_long-german-wv,gpt-4o_long-wv,gpt-4o_medium,gpt-4o_short,Qwen2.5-32B_short,Qwen2.5-32B_medium,Qwen2.5-32B_long,Qwen2.5-32B_long-german,Qwen2.5-3B_short,Qwen2.5-3B_medium,Qwen2.5-3B_long,Qwen2.5-3B_long-german,Qwen2.5-7B_short,Qwen2.5-7B_medium,Qwen2.5-7B_long,Qwen2.5-7B_long-german,gemma2:2b_short,gemma2:2b_medium,gemma2:2b_long,gemma2:2b_long-german,gemma2:9b_short,gemma2:9b_medium,gemma2:9b_long,gemma2:9b_long-german,gemma2:27b_short,gemma2:27b_medium,gemma2:27b_long,gemma2:27b_long-german
190,"Von Guéret gelangt man über die D 942, die Stadt Aubusson und die D 982 nach Ussel.",nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
191,Mit öffentlichen Verkehrsmitteln fährt man am Besten mit den Buslinien 51 und 22 mit Umstieg an der Druseltal bis zur Im Grund zwischen Ehlen und Dörnberg.,nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
192,"Heute ist Nîmes eine Großstadt, die ihr kulturelles Erbe mit moderner Architektur zu vereinen weiß.",nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
193,Die Stadt kann leicht mit dem Auto erreicht werden.,nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
194,"Der nächste Flughafen, der einzige Bornholms, befindet sich in Rønne.",nein,0,,,,set_1_wv,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,True,False,False,False,True,True,False,False
195,Die B 5 Hamburg–Berlin führt ebenfalls über die Stadt.,nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False
196,"Castlebay ist der größte Ort auf der Insel Barra, die zu den Äußeren Hebriden gehört.",nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
197,Der nächste lokal bediente Flughafen befindet sich in Granada.,nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False
198,Museum Ratingen: beherbergt die städtische Sammlung moderner Kunst und die kulturhistorische Ausstellung zur Geschichte und Entwicklung Ratingens.,nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False
199,"Die Region um die Stadt ist vom Tourismus noch nicht richtig entdeckt worden, so dass man als Tourist praktisch jeden anderen Touristen per Handschlag begrüßen kann, da die Anzahl der Hotels begrenzt ist und oft die gleichen Sehenswürdigkeiten besucht oder Aktivitäten durchgeführt werden.",nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
200,"Weitere Ziele in der Umgebung: . Stadt Eckartsberga (12 km nördlich, B 87) - bereits auf sachsen-anhaltischem Territorium liegendes Städtchen.",nein,0,,,,set_1_wv,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,False,False,True,True,False,False
201,"Weitere nahe internationale Flughäfen sind der Flughafen Bromberg bei Bydgoszcz, der Flughafen Stettin bei Stettin und der Flughafen Danzig bei Danzig.",nein,0,,,,set_1_wv,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False
202,"Katharinenkapelle: Die Kapelle steht auf dem 493 m hohen Katharinenberg, es ist der zweithöchste Berg des Kaiserstuhls.",topographische Beschreibung,0,,,,set_1_wv,False,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,False,False,True,True,True,False
203,"Im Inselpark Wilhelmsburg sind jedoch Teile der Gartenschau erhalten, so die Gärten der Welt der Bewegung, einige Gärten der Welt der Kontinente, der Hafenwelten und andere.",nein,0,,,,set_1_wv,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False
204,"Die Statue blickt zur Straße, das bedeutet, dass sich der zugehörige Tempel hinter der Statue im Bereich des Friedhofs befindet.",ja,1,,,,set_1_wv,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True,True,False,True,False,True,False,True,True,False,False,True,True,True,False
205,In unmittelbarer Nähe zum Hauptbahnhof gibt es einige Hotels.,ja,1,,,,set_1_wv,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,True,True,False,False,True,True,True,False
206,Radwege: Der Sauerlandradring und die Lenneroute verlaufen auch über Schmallenberg. .,Wegbeschreibung,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False
207,Mediapark: Auf dem Gelände eines ehemaligen Güterbahnhofes entstand von 1987 bis 2001 ein Gewerbepark.,nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,False,False
208,Die Insel Delos im Zentrum der Kykladen galt als Geburtsort der Götter Artemis und Apoll.,nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,False,False,False,False,True,True,False,False
209,"Teile des Gebietes werden aber seit den 1960er Jahren als Erholungsgebiet genutzt und es finden sich im unmittelbaren Umfeld der Bergbauflächen neben einem Waldbad, ein Campingplatz und mehrere Bungalowsiedlungen.",ja,1,,,,set_1_wv,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True
210,"Die erste Hauptstadt Makedoniesn war Aigai, Reste ihrer Mauern fand man in der Nähe von Vergina.",nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,False,False
211,"Noch unterhalb, rechts am Weg ist das Tōshōgū-Museum: Aufbewahrungsort hervorragender Kunstschätze, die im Laufe der Jahrhunderte dem Tōshōgū übergeben wurden.",nein,0,,,,set_1_wv,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,False,False,False,True,True,True,False
212,Der nächstgelegene internationale Flughafen befindet sich bei Posen.,nein,0,,,,set_1_wv,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
213,"Het Beatles Museum: Die ganze Geschichte der Band wird dargestellt mit vielen alten Bildern, Kostümen usw. .",nein,0,,,,set_1_wv,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,True,False,False
214,Die Stadt liegt rund 30 km südlich von Clermont-Ferrand an der (mautfreien) Autoroute A 75.,nein,0,,,,set_1_wv,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,True,True,False,False
215,Der Flughafen Poprad-Tatry auf der slowakischen Seite der Tatra wird nicht aus dem deutschsprachigen Raum angeflogen.,nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
216,Die Kirche im Süden der Altstadt ist eine der bedeutenden Kirchen der Stadt.,nein,0,,,,set_1_wv,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,True,False,False,False,True,True,False,False
217,"Das Dorf el-Maʿṣara befindet sich südlich der Fernverkehrsstraße, die Mūṭ mit Balāṭ verbindet.",Wegbeschreibung,0,,,,set_1_wv,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,True,True,False,False
218,"Das einzige viktorianische Wohnhaus, das derzeit als Museum besucht werden kann, ist das Haas-Lilienthal House in den Pacific Heights. .",nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False
219,"Neben den Badestränden kann man auf den Cerro La Cruz laufen, einem etwa 1000 m hohen Berg, auf dem sich ein großes Kreuz befindet (ca. 30-45 min Fußmarsch je nach Kondition).",Wegbeschreibung,0,,,,set_1_wv,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,True,True,False,False,True,False,False,False
220,"Heckershausen wird über die Firnskuppenstraße verlassen, in deren Verlängerung ein Wirtschaftsweg bis hinauf an den Waldrand verläuft, wo man auf den Rundweg 25 trifft.",Wegbeschreibung,0,,,,set_1_wv,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,False,False,True,True,False,False
221,"Musa: ein Kulturzentrum in der Weststadt an der Leine in dem man auch als ""älteres Semester"" sowohl gepflegt als auch heftig abtanzen kann - sowohl Montags abends beim Salsa, Sonntags abend im Tango Salon, Freitags abends wechselnd beim Rock gegen Rheuma oder beim PowerDance muss man weder stylish noch altersmäßig irgendwelchen Kriterien entsprechen, um hier seinen Spaß zu haben. .",nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,True,False
222,"Der blaue Charakter, den die (Alt-)Stadt durch die Haustüren und Wände ausstrahlt, erinnert an die nordtunesische Stadt Sidi Bou Saïd.",nein,0,,,,set_1_wv,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,False,False,True,True,True,False
223,"Mauritianum: Naturkundemuseum mit 350.000 geologischen, mineralogischen, paläontologischen, zoologischen und botanischen Objekten.",nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False
224,Im Zentrum der Stadt finden sich eine ganze Reihe einheimischer preiswerter Restaurants.,nein,0,,,,set_1_wv,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,False,True,True,True,False,True,True,False,False,True,True,True,False
225,Alpinum Schulenberg: Oberhalb von Schulenberg im Oberharz an der Okertalsperre liegt dieses kleine Skigebiet.,nein,0,,,,set_1_wv,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False
226,"Vom Bahnhof (gelegen auf 260 m Höhe; siehe Abschnitt ""Mit der Bahn"") sind es etwa 3,5 km bis 4 km einfach bis auf das Bergplateau.",Wegbeschreibung,0,,,,set_1_wv,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,True,True,False,False,True,False,False,False
227,"Hoch und abgelegen in den Anden ragt die verlassene Minenstadt Sewell, aufgrund ihrer Höhenunterschiede auch ""Stadt der Treppen"" genannt, aus dem Schnee.",ja,1,,,,set_1_wv,False,True,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
228,Die Altstadt liegt auf der Lagune und ist erbaut im Stil der französischen Kolonialarchitektur.,ja,1,,,,set_1_wv,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False
229,"Es handelt sich um einen postglazialen Rinnensee, einen der größten der Augustów-Seenplatte.",topographische Beschreibung,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,True,True,False,False
230,Von dort aus fahren Busse regelmäßig in alle Teile der Insel. .,nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
231,Besuch der Kreuzritterfestung und der Altstadt in Akko.,nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False
232,Nach Süden erstreckt sich ein Park und eine Promenade.,ja,1,,,,set_1_wv,False,False,True,True,True,True,True,False,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True
233,"Nördlich dieses Dorfes zweigt eine Straße ab, auf der man nach knapp 5 Kilometern zur Quelle gelangt. .",Wegbeschreibung,0,,,,set_1_wv,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,True,False,False,False
234,Weniger stark besucht und ruhiger als das Strong Museum.,nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
235,Dreieich . Dreieichenhainer Burg . Dreieich-Museum .,nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
236,Die kolumbianische Abfertigung erfolgt nur am Flugplatz.,nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False
237,Kleinere Waschsalons sind in der Altstadt in Seitenstraßen. .,ja,1,,,,set_1_wv,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,False,True,False,True,False
238,Vom Wiedener Eck umrundet der Westweg den Heidstein und verläuft dann entlang von steilen Berghängen zur Krinne hinab.,Wegbeschreibung,0,,,,set_1_wv,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,False,True,True,True,False,True,True,True,False,True,False,True,False
239,"Es gibt viele Schnellboote von Bali zu den Gilis, die über die Hauptinsel Lombok fahren, und einige von ihnen passieren auch die Lembongan Route.",nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
240,San Salvador ist eine Insel der Bahamas.,nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
241,Odenwald-Idyll: Campingplatz unterhalb von Schloss Lichtenberg.,nein,0,,,,set_1_wv,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False
242,"Man erreicht sie über einen Feldweg, der 150 m nordwestlich des oberen Ende des Parkplatzes beginnt.",nein,0,,,,set_1_wv,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,True,True,False,False
243,Der Ort liegt in der historischen Region Neumark/Lebus unweit von Słubice und ist insbesondere für seine historische Altstadt sowie als Wassersportzentrum bekannt.,nein,0,,,,set_1_wv,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,True,True,False,False,True,True,False,False
244,Die vor der „Wiederentdeckung“ hier lebenden Arawak-Indianer gaben der Insel den Namen Haichi.,nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
245,"Bachham (Übersee), Ortsteil der Gemeinde Übersee, Landkreis Traunstein, Bayern .",nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
246,"Der kapspurige Hauptbahnhof Iwakuni, befindet rund fünf Kilometer von der Altstadt entfernt, im östlichen Stadtteil der alten Stadt.",nein,0,,,,set_1_wv,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,True,True,True,False
247,Auch über die Homepage der Stadt Fulda findet man die diensthabenden Apotheken.,nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
248,"Rosengarten (Frankfurt), Ortsteil der kreisfreien Stadt Frankfurt (Oder), Brandenburg .",nein,0,,,,set_1_wv,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
249,"Weitere große Plattenbausiedlungen entstanden in Paunsdorf, Schönefeld, Mockau, Möckern und an der Straße des 18. Oktober.",nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
250,"Von der A 3 kommend fährt man an der Ausfahrt Kitzingen/Schwarzach ab, folgt der Straße 12 km nach Norden und gelangt über Volkach nach Gaibach.",nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
251,Auch als Automobilstadt machte sich Eisenach einen Namen.,nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
252,Streckenvariante von Zell am See über Saalfelden und das Kleine deutsche Eck nach Salzburg .,nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False
253,Bootsverleih: Bootfahren auf dem großen Teich im Kurpark mit Tret- und Ruderbooten .,nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,True,False,False,False
254,"Nächster Großflughafen ist Flughafen München ""Franz Josef Strauß"", ca. 156 km entfernt und knapp zwei Stunden Fahrtzeit.",nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
255,Die wesentlich kleinere Insel Santa Catalina liegt direkt vor der Nordwestküste.,nein,0,,,,set_1_wv,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False
256,"In Bayern: . Bühl am Alpsee, Ortsteil der Stadt Immenstadt im Allgäu, Landkreis Oberallgäu . Bühl im Ries, Ortsteil der Gemeinde Alerheim, Landkreis Donau-Ries .",nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
257,"Simonswald und Elzach liegen im Landkreis Emmendingen, Hornberg im Landkreis Ortenau.",nein,0,,,,set_1_wv,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False
258,Die Metrolinien 1 und 7 gehen zum Flughafen.,nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
259,"Flughafen Luxemburg: Internationaler Flughafen, Drehkreuz für Cargolux, Luxembourg Air Rescue, Luxair, Qatar Airways.",nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
260,Rudny ist eine 1957 für den Erzabbau gegründete Stadt.,nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
261,"Das Tal wird vom Tuxerbach entwässert, Quellgebiet sind die Gletscher über Hintertux, im unteren Teil bei Finkenberg hat das stark eingeschnittene Tal klammartigen Charakter.",ja,1,,,,set_1_wv,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,True,True,True,True,True,True,True
262,"Im Sommer ist auch der Platz vor dem Gebäude gut besucht, meist von Studenten, aber auch höheren Schülern oder Lehrlingen.",nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
263,"Weiter geht es nach Westen, nach wenigen Kilometern gelangt man in den Fuji-Hakone-Izu-Nationalpark.",nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
264,Der Ort besitzt mit dem Sportflugplatz St. Johann den zweitgrößten Flugplatz in Tirol.,nein,0,,,,set_1_wv,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
265,"Triberg Natureislaufbahn am Bergsee und auf dem Stadtweiher, Schlittschuhlauf, Eisstockschießen, Do Ruhetag, Eintritt 2 €, Schlittschuhverleih 2,10 €, Tel. 07722 96180 .",nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
266,Er umfasst die gesamte niedersächsische Nordseeküste von der Emsmündung bei Emden im Westen (=niederländische Grenze) bis zur Elbemündung bei Cuxhaven im Osten sowie die vorgelagerten Ostfriesischen Inseln.,nein,0,,,,set_1_wv,False,False,False,True,True,True,True,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,False,False,True,True,False,False
267,"Die Fraueninsel hat zwei Anlegestellen: den Hauptsteg im Süden, er wird bei der Inselrundfahrt und der Großen Rundfahrt benutzt, und auf der Nordseite den Nordsteg für den Pendelverkehr nach Gstadt.",ja,1,,,,set_1_wv,False,False,False,True,True,True,True,False,False,False,False,False,False,True,False,False,False,True,True,True,False,True,True,False,False,True,True,True,False
268,"Die engen Gassen der Altstadt mit ihren teils penetranten Verkäufern; die Toten, die zu dem Verbrennungs-Ghat getragen werden, die vielen Kühe in den Gassen plus ihrer Haufen.",ja,1,,,,set_1_wv,False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True
269,Zug: Java verfügt als einzige Insel von Indonesien über einen erwähnenswert ausgebautes Eisenbahnnetz.,nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
270,Die Apotheke im Hauptbahnhof ist rund um die Uhr geöffnet.,nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False
271,"Der Marktort Mitwitz liegt am Westrand des Naturparkes Frankenwald, westlich von Kronach und unweit der Grenze zu Thüringen und zum Coburger Land.",nein,0,,,,set_1_wv,False,False,False,True,True,True,True,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,True,True,False,False
272,Rechtzeitiges reservieren sichert einen Platz auf der Kutsche.,nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
273,"Zur Altstadt geht man vom Bahnhofsplatz 100 m geradeaus auf der Via Trieste, dann rechts in die Via Roma ca. 900 Meter.",Wegbeschreibung,0,,,,set_1_wv,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,True,False,False,False,True,False,False,False
274,"Die Entfernungen sind nicht groß, die Straßen sind relativ ruhig und es gibt einen herrlichen, gepflasterten 2,5 m breiten Strandweg, der sich über die gesamte Länge des Stadtteils erstreckt.",ja,1,,,,set_1_wv,False,True,True,True,True,True,True,True,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
275,"Der Park wurde als Landschaftspark in einem sanft hügeligen Wiesen- und Waldgebiet angelegt und umfasst Wiesen, Baumgruppen und Waldstücke mit Sichtverbindungen in die umgebende Landschaft.",ja,1,,,,set_1_wv,False,True,True,True,True,True,True,True,False,False,False,False,False,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True
276,Östlicher Ökopark: Park an der Küste östlich der Parsęta. .,nein,0,,,,set_1_wv,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,True,True,False,False
277,Der Eintritt in den Park ist frei.,nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
278,"Ausserhalb der Grafschaft liegen der Regionalflughafen Robin Hood Airport Doncaster Sheffield, der East Midlands Airport, Birmingham Airport und der Flughafen Manchester Von diesen haben die Flughäfen Birmingham und Manchester die breiteste Auswahl an Zielen und sind mit dem Zug gut erreichbar.",nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
279,"Auf dem Berliner Kongress wurde die Stadt 1878 Montenegro zugesprochen, dessen Hauptstadt aber Cetinje blieb.",nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
280,Aus Richtung Düsseldorf: Ab Düsseldorf Hauptbahnhof verkehren die RegionalExpress-Linien 1 (über Köln) und 4 (über Mönchengladbach) nach Aachen.,nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
281,Durch nah vorbeiführende Umgehungsstraße eher laut. .,ja,1,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
282,Der Bahnhof Enschede ist von Deutschland aus kommend durch die Regionalbahnlinien 64 (Münster–Steinfurt–Gronau–Enschede) und 51 (Dortmund–Coesfeld–Gronau–Enschede) erreichbar.,nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
283,"Die durch die Salzgewinnung reich gewordene Stadt hat ihre historische Innenstadt um Marktplatz und Hallmarkt weitgehend bewahren können, die heute frisch saniert eine lebendige Urbanität ausstrahlt.",teilweise,0,,,,set_1_wv,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,False,False,False,True,True,True
284,Der Bahnhof Gela hat Verbindungen der Trenitalia.,nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
285,"Im türkischen Nordteil der Insel führen Schnellstraßen von Nikosia aus nach Norden in Richtung Kyrenia/Girne, nach Osten in Richtung Famagusta/Gazimagusa sowie nach Westen in Richtung Morphou/Güzelyurt.",nein,0,,,,set_1_wv,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,True,False,False,True,True,False,False
286,"Die Einkaufsmöglichkeiten auf der Insel beschränken sich auf einige Minimärkte, die nur das Nötigste anbieten.",nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
287,"Über den sind Mecklenburg-Vorpommerns Hauptstadt Schwerin (ca. 40 min), Rostock (ca. 1h 45min) und Hamburg (direkt ca. 55 min) erreichbar.",nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
288,Das Egerland-Museum erinnert an die alte Heimat vor 1945. .,nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
289,"Öffentliche Verkehrsmittel sind immer die bessere Option in Prag, wenn man nicht vom oder zum Bahnhof ein ČD Taxi bestellt.",nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
