ID,SENTENCE,ANNOTATION,LABEL,ANNOTATOR_1,ANNOTATOR_2,ANNOTATOR_3,SET,IN_DEV_SET,gpt-4o_long-german,gpt-4o_long,gpt-4o_medium,gpt-4o_short,gemma2:2b_short,gemma2:2b_medium,gemma2:2b_long,gemma2:2b_long-german,gemma2:9b_short,gemma2:9b_medium,gemma2:9b_long,gemma2:9b_long-german,gemma2:27b_short,gemma2:27b_medium,gemma2:27b_long,gemma2:27b_long-german,Qwen2.5:3B_short,Qwen2.5:3B_medium,Qwen2.5:3B_long,Qwen2.5:3B_long-german,Qwen2.5:7B_short,Qwen2.5:7B_medium,Qwen2.5:7B_long,Qwen2.5:7B_long-german,Qwen2.5:32B_short,Qwen2.5:32B_medium,Qwen2.5:32B_long,Qwen2.5:32B_long-german
343,"Sie fuhren über den Platz, der Wagen hielt, und Helen sah zu ihrer Verwunderung, daß der Fluß gerade unter ihr lag.",nein,0,,,,set_1_gt,False,False,False,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False
344,"Ralph sah, daß der kleine untersetzte Bursche mit dem schwarzen, gestutzten Schnurrbart ganz in der Nähe stand und die Tür im Auge behielt.",nein,0,,,,set_1_gt,False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False
345,"Sie schloß sogar das anstoßende, seit Carmelitas Krankheit Kay als Schlafzimmer dienende Nebenzimmer.",nein,0,,,,set_1_gt,False,False,False,False,True,True,False,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
346,"""Und vom Wunsche beseelt, sich selbst zu beweisen, daß sie noch eine gute Frau und Mutter sei, daß die Fäulnis jene ›Grundlagen‹, von denen sie zu Iljin gesprochen hatte, noch nicht berührt hätte, lief Frau Lubjanzew in die Küche und überschüttete dort die Köchin mit Vorwürfen, daß sie den Tisch für den Herrn noch nicht gedeckt habe.",nein,0,,,,set_1_gt,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
348,"Mama: Genau zehn Minuten, nachdem er eingetreten ist Dann bleiben wir einige Zeit alle im Zimmer und ungeduldig na ja, ich hab dir's doch schon oft genug gesagt!",nein,0,,,,set_1_gt,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
349,"Dich brauch ich nicht, und gleichgültig ist mir mein blonder Knabe, dies lächerliche Stück Unsterblichkeit... Doch Du in mir, Du meines Hirnes ewige Gefährtin, Du meines Herzens uferlose Macht –Du nur, Du zerlegt in tausend Flächen, Du zerstäubt in tausende Stäubchen Duftreiz –Du in Milliarden Lichtfunken –Du, zersiebt, zerflockt, zerfasert in tausend Stimmungen, in tausend träufelnde Gefühle –Du, die Abendröte über dem herbstlichen Feld –Du, der mystische Reiz der Religionen, Du warst und bist meine Unsterblichkeit: Du meine große, heilige Kunst!",nein,0,,,,set_1_gt,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
350,"Aber am nächsten Tag, da ich an Bord lehne und seewärts spähe, ob sich das spanische Weinschiff nicht zeigen will, kommt vom Hafen der Stadt her ein Kahn auf den ›Egmont‹ zugeschossen, den ein Mann zugleich steuert und rudert.",nein,0,,,,set_1_gt,False,False,False,False,False,True,False,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
351,"Aber wenn darüber selbst den Budapester Hühnern das Lachen vergeht, so müßte doch eine Stadt wie Wien die Tragik der Hanswurstiade empfinden, daß an mir die Kriminalität zur Sittlichkeit erstarkt.",nein,0,,,,set_1_gt,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
352,"Während sie an wenig belebten Stellen durch sonderbare Bewegungen, streng nach Laban, die Chauffeure fesseln, die verweilen, weil sie sich doch auch so was ansehn wollen – es handelt sich wohl darum, den Körper für den Nahkampf im Bürgerkrieg zu stählen –, meiden sie zum Beispiel die Gefahren des Schwarzenbergplatzes, wo die Chauffeure keinen Pardon kennen und keine Zeit für solche Extravaganzen haben.",nein,0,,,,set_1_gt,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
353,"– Es kommt ihr alles so selbstverständlich vor: – daß die rote Lohe aus dem Fenster schlägt – daß sie wie in einer Insel sitzt, von einem brüllenden Menschenstrom umwogt – daß im Haus drin ein Schuß fällt, genau so absonderlich hallend und ohrenzerreißend wie vorher der erste – daß plötzlich die Menge sich, wie von Entsetzen ergriffen, zurückstaut und sie allein bei dem Toten läßt – daß die Luft um sie her aufschreit:"" Die Soldaten kommen!""",nein,0,,,,set_1_gt,False,False,False,False,False,True,True,True,True,True,True,False,True,True,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False
354,"""Auf seinem ehrlichen Totenbette wollte sich dereinst der strohblonde Augustin den schauerlichen Klang ins Gedächtnis zurückrufen, mit dem das Ungetüm alle Trommeln und Drehorgeln der Festwiese siegreich übertönte.",nein,0,,,,set_1_gt,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
355,"""Es ward nach dieser Rede so still im Saale, daß man das Summen einer Biene hörte, die an einem der Fenster den Ausgang suchte.",nein,0,,,,set_1_gt,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,True,True,False,False,False,False
356,"Gegen Abend reiten wir nach Gotha und ziehen die an uns, die auf dem Tenneberg sind.",nein,0,,,,set_1_gt,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
357,"Über den Tisch, gleichmäßig nach allen Seiten, glitt von oben der Schein einer leicht hin und her schwingenden Lampe.",ja,1,,,,set_1_gt,False,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,True,True,True,True,True,True
358,"In Tlascala war der Schiffbau in guten Händen, am Eifer des Schiffbaumeisters Martin Gutierrez und seiner Zimmerleute zu zweifeln, lag ebensowenig Grund vor wie am politischen Takt und der Umsicht des Hauptmanns Andrés de Tapia, den Cortes zum Befehlshaber der kleinen zurückgelassenen Heeresmacht ernannt hatte, um ihn für seine schimpfliche Degradierung – sie hatte nur wenige Wochen gedauert – zu entschädigen.",nein,0,,,,set_1_gt,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
359,"""Und im Garten unter der Linde sitzen am runden Tisch beim Bier Ilja Artamonow, Gawrila Barski, der Taufpate der Braut, Pomialow, der Lederhändler Shitejkin, ein Mensch mit leeren Augen, und der Stellmacher Woroponow.",nein,0,,,,set_1_gt,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False
360,"Nesterenko hörte ihm zu, indem er auf die Erde blickte und mit dem Gewehrkolben einen Tannenzapfen hineinhämmerte.",nein,0,,,,set_1_gt,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
361,Die konnten leicht aus den verschiedenen Toren zur Stadt hinausgebracht werden.,nein,0,,,,set_1_gt,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
362,"Er ritt an der Spitze einer sehr stattlichen Schar, deren größere Hälfte ihn freilich wieder verließ und nach dem Bodenstein zurückkehrte, sobald man das Gebiet der freien Reichsstadt erreicht hatte.",nein,0,,,,set_1_gt,False,False,False,False,False,True,False,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
363,"Die Limmerin aber setzte sich neben die Kaltnerin auf die Bank, und sie rückten beide weiter vom Tisch weg und tuschelten eifrig miteinander; und was sich nicht sagen ließ, teilten sie sich zwinkernd und blinzelnd in der Augensprache mit.",nein,0,,,,set_1_gt,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
364,"Ach, fünf lange Jahre in der Welt – mit wechselnden Gegenden und wechselnden Schicksalen – Tage im Überfluß und Tage in Not, bald in Frieden und bald in Gefahr – in der großen schlaffen Stadt Batavia und auf den blanken Inseln mit ihren lebenden, lachenden Menschenkindern – das alles verblaßte hier wie ein Traum, vor der einzigen großen Wirklichkeit meines Lebens: Ali, die mein Herz mit ihrer braunen, starken Hand nahm und mir ihr eigenes klopfendes Leben und ihre strahlende Seele dafür gab – und mich von neuem in Oasu gebar:""Kannst du sehen, daß du es bist?",nein,0,,,,set_1_gt,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
365,"Sind die Griechen erst einmal geschlagen, so wird uns keine Stadt und kein Volk mehr widerstehen.",nein,0,,,,set_1_gt,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
366,"Xerxes hatte weder nach Athen noch nach Sparta Herolde entsandt, um Wasser und Erde zu fordern.",nein,0,,,,set_1_gt,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
367,"Einmal lief ich zum kleinen Hafenplatz hinunter, um nach dem Boot zu sehen.",nein,0,,,,set_1_gt,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
368,Dann gings wieder auf die Dorfstraße hinaus.,nein,0,,,,set_1_gt,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
369,"Eva, trotz Ralphs Bitten, sie möge ihr Zimmer aufsuchen, um der Ruhe zu pflegen, weigerte sich, das Krankenzimmer zu verlassen.",nein,0,,,,set_1_gt,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
370,"""So calculirten auch die Spaziergänger, welche an diesem frühen Morgen vor der königlichen Villa promenirten und die laute, etwas rauhe Stimme der Prinzessin durch das offene Fenster schallen hörten.",nein,0,,,,set_1_gt,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
371,"Ich hätte gut Lust, auszusteigen und ihm heute noch die Fenster einzuwerfen, wenn er noch da wäre.",nein,0,,,,set_1_gt,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
372,"Ja, er krankte wahrhaft an Sehnsucht, wenn er sie längere Zeit entbehren mußte, und fühlte sich geradezu unglücklich, wenn ihn eine Erkältung an das Zimmer fesselte, und ihn hinderte, im Schlosse anwesend zu sein.",nein,0,,,,set_1_gt,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
373,"""Punkt ein Uhr überbrachte Lala ihrer Herrin eine Visitenkarte, die den wirklichen Namen des Maestro Sturmius de Musis aufwies, einen alten deutschen Adelsnamen, der eben an allen Plakattafeln der Stadt über einer Konzertanzeige zu lesen war.",nein,0,,,,set_1_gt,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
374,"Das Anschwellen der demokratischen Flut könnte heute doch nur in dem günstigsten Falle unterbrochen werden, den Bismarck durch das Sozialistengesetz herbeiführen zu wollen scheint, daß nämlich die revolutionären Elemente, durch ihre Unterdrückung gereizt, sich zu einem Aufstande verleiten lassen.",nein,0,,,,set_1_gt,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
375,"Er inquirierte:""Glaubst du vielleicht, Papa läßt dir auf deine Erbschaft hin tausend Mark auszahlen, damit du in die Ulrikusstraße gehen kannst?",nein,0,,,,set_1_gt,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
376,"""Das war für Henry nun zwar höchst schmeichelhaft und ehrenvoll, aber fürs erste reizte ihn die Katakombe weniger, als die Ulrikusstraße.",nein,0,,,,set_1_gt,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
377,"""An einer Kreuzung der Hauptstraße aber mußten sie halten, um für einen großen Hochzeitszug Platz zu machen.",nein,0,,,,set_1_gt,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
378,"Die niedern Häuschen, zu beiden Seiten der Straße, schienen sich fröstelnd zu ducken, um dem scharfen Wind keine Angriffsflächen zu bieten.",ja,1,,,,set_1_gt,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True,False,False,True,True
379,"Nachdem er die Lehrzeit durchlaufen hatte, suchte er als selbständiger Künstler in der Isarstadt festen Fuß zu fassen.",nein,0,,,,set_1_gt,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
380,Vorsichtig öffnete sie die kleine Tür und blickte hinab.,nein,0,,,,set_1_gt,False,False,False,False,False,False,False,True,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
381,"Lassen Sie also darnach suchen, durch Stadt und Land, von Haus zu Haus, und wenn Sie die ganze Armee dazu benötigen sollten.",nein,0,,,,set_1_gt,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
382,"Da trug ein unendlich fetter und blöd aussehender Mann eine Tafel an seiner Brust, auf der geschrieben stand: Platz da!",nein,0,,,,set_1_gt,False,False,False,False,False,True,True,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
385,"""Der Schreiber hielt inne, reichte das Täfelchen seiner Patientin herüber und erhob sich, um dem Minister entgegenzugehen, der, auf Jeans Arm gestützt, in das Zimmer trat, um die eventuelle Abreise Benediktas in die Klinik des Spezialisten zu besprechen.",nein,0,,,,set_1_gt,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
386,"""Da ich von allen diesen Dingen sehr wenig verstehe, ist die Verantwortung für mich eine sehr große"", fuhr sie tief aufatmend fort, hob jählings das Haupt und blickte Eckert fest in die Augen,""doch werde ich mich Ihren Vorschlägen in allen Dingen fügen, lieber Eckert, da ich Ihnen und Herrn Dallberg von ganzem Herzen vertraue und überzeugt bin, daß Sie beide nur mein Bestes wollen!",nein,0,,,,set_1_gt,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
387,"Im stillen hoffte er immer, man würde sich einmal durch Zufall auf der Straße treffen.",nein,0,,,,set_1_gt,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
388,"Der Priester nahm auf der andern Seite der Nußbaumtorte dem Baumeister gegenüber Platz, holte sein heiliges Steinmesser aus der Gürteltasche – und langte zu.",nein,0,,,,set_1_gt,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
389,"Hebt mich auf den Tisch, denn ich will eine Rede reden, die der Rede wert ist.",nein,0,,,,set_1_gt,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
390,"Gute Nacht"" – und schloß das Fenster.",nein,0,,,,set_1_gt,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
391,"Man begrüßte ihn sehr liebenswürdig, er blieb am Tisch stehen, war heiter, unbefangen, – ein fescher, junger Offizier, in behaglichen Umständen, überdies nach drei Gläsern eines kräftigen ungarischen Weins, und in diesem Augenblick ohne Konkurrenten, angenehm""montiert"".",nein,0,,,,set_1_gt,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
392,Alle gingen hinaus und schlossen die Tür.,nein,0,,,,set_1_gt,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
393,"Er war an die städtische Abladestelle gelangt, zu der Schlucht, in der er früher so oft mit Großväterchen Jeremjej nach brauchbaren Abfällen gesucht hatte.",nein,0,,,,set_1_gt,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
394,"Aus jenen Tiefen meiner Seele, in denen das Bild meiner gestorbenen Schwester Anna wie in einem gläsernen Sarge schlief, stieg ein mir bis dahin unbekanntes, schmerzvoll süßes Gefühl, das mich um so mehr erschütterte, da ich daran denken mußte, daß Anna an ihrem letzten Tage, als sie mit mir in unserem Garten hinter der Wiesenstraße stand, ebenso verzückt und blaß in den Himmel gestarrt hatte, über den die weißen Wolkenengel geflogen waren, die die Menschen von der Erde holen.",nein,0,,,,set_1_gt,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
395,"Wie in allen Seminaren bestand auch in Heisterberg die Einrichtung, den Zöglingen zweimal im Jahre, um Weihnachten und um die großen Ferien, Stipendien zu verabreichen, deren Höhe von der Bedürftigkeit, dem Fleiß und der Führung des einzelnen abhängen sollte.",nein,0,,,,set_1_gt,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
396,Die kopflosen Gäste laufen schreiend auf die Gasse und lassen alle Türen hinter sich offen.,nein,0,,,,set_1_gt,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
397,"Ein Herr, mit dem ich sprechen mußte wegen dem Fest, weil ich doch was vortragen sollte...""Hallberger schaute seiner Tochter ins Gesicht.",nein,0,,,,set_1_gt,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
398,Liegt vor Hitze so hingegossen... das Mündchen ist halb geöffnet... das Füßchen hängt zum Bett heraus.,nein,0,,,,set_1_gt,False,False,False,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,False,False
399,"Sie nickte gleichmütig:""Ja, ich habe erst heute noch das Fenster im Ziegenstall gedichtet,"" und dann lachte sie, weil er ein ganz verblüfftes Gesicht machte, denn das war der erste Kalauer, den er von ihr hörte.",nein,0,,,,set_1_gt,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
400,"Eines Tages kam er von seiner Besitzung in den Vorbergen angeritten, um Neujahr in der Station zu feiern, und lud sich bei Strickland zu Gast.",nein,0,,,,set_1_gt,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
401,"Durch vier Fenster, je zwei in einer Wand, guckte der Tag neugierig herein, als gebe es in dem Raum etwas Besonderes zu sehen.",ja,1,,,,set_1_gt,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True
402,"Das Geschaukel hat den Kleinen wohl ängstlich gemacht – Der See ist kein Neckar, nicht wahr – er verlor ein Ruder, neigte sich, wohl zu rasch, nach der linken Bootswand, das Schiffchen legte sich zur Seite, nahm Wasser über – der Junge schrie... ein-, zweimal – ganz gell in Todesangst – – und dann – Ja, das hab' ich nun alles oben vom Fenster gesehen – ich legte gerade die Wäsche des gnädigen Herrn in den Schrank, die aus Lugano gekommen war – da hör' ich den Jungen schreien – sehe hinaus – – lieber Gott, da kenterte gerade der Nachen – – Der gnädige Herr, der an die Gartenmauer gelaufen ist auf den Schrei – der sieht den Jungen – ich werd's nie vergessen, wie der arme kleine Kerl in seiner Todesangst die Ärmchen hob, als wollt' er sich am Himmel festhalten – – Ja, aber der Himmel, wenn ich mir das erlauben darf, der Himmel hält keinen fest, der mal die Erde unter den Füßen verliert oder die Schiffsplanken...",nein,0,,,,set_1_gt,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
403,"""Und schwingt sich durchs niedrige Fenster, – steht aber der Hund draußen und der Herr Major und ich zieh' mich zitternd rasch an und weine laut vor Angst um mein Geld und den Iwan.",nein,0,,,,set_1_gt,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
404,"Er ist ein Luftikus, und trotzdem die ganze Mannschaft stramm stand, als der Herr Oberst ans Fenster traten, blinzelte der Siewersen dabei unverschämt verliebt zu mir herauf.",nein,0,,,,set_1_gt,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
405,"""Sartorius setzte sich an den vor dem Fenster des Schlafzimmers stehenden eleganten Damenschreibtisch im Stile Louis' XV., an dem Frau Seliger, wenn sie sich nicht wohl fühlte, ihre Korrespondenz erledigte, und schrieb, sich mit seiner Patientin unterhaltend, die beiden Rezepte.",nein,0,,,,set_1_gt,False,False,False,False,True,True,True,True,True,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
406,"Das machten wir comme ça – und dann comme ça – bitte Platz, meine Herren – comme ça et comme ça –""""Charmant, Mamachen,"" rief Leo,""ganz charmant, wie du das heute noch fertig bringst!",nein,0,,,,set_1_gt,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
407,"Da eilete Pontus auf ihn, riß ihm den Helm von seinem Haupt und schlug ihm also, in einem Streich, sein Haupt ab, daß es auf die Erde fiel.",nein,0,,,,set_1_gt,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
408,"sagte er so dringend zu Wok, daß dieser sich bückte und wie der Alte die Erde im Bogen warf über seinen Scheitel.",nein,0,,,,set_1_gt,False,False,False,False,False,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
409,"Seine Schwester sei frühmorgens mit der Magd in die Stadt gefahren, um allerhand einzukaufen, und er habe verdrießlich und in bittern Gedanken über sein verarmtes und zweckloses Leben in seiner Schmiede gearbeitet, als auf einmal ein Wagen mit zwei Schimmeln vorgefahren sei.",nein,0,,,,set_1_gt,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
410,"Er erwähnte nur, daß er soeben eine Schrift über das Tischrücken beende, und erzählte bei diesem Anlaß von einem kleinen Mädchen, dem er nach allerhand merkwürdigen Versuchen aufgetragen, den Tisch nun auch einmal zu fragen, wer es denn sei, der in ihm klopfe.",nein,0,,,,set_1_gt,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
411,Jetzt ging sie auf dem Heimwege über die Hauptpromenade der Stadt.,nein,0,,,,set_1_gt,False,False,False,False,False,True,True,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
412,"Im April, Mai und Juni die Sommerfrische weit außerhalb der Stadt, Spaziergänge, Studien, Fischfang und Nachtigallengesang; und später, vom Juli bis zum Herbst eine gemeinsame Reise aller Maler zur Wolga, an der sich unbedingt auch Olga Iwanowna beteiligen sollte.",nein,0,,,,set_1_gt,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
413,"Als Ssofja Lwowna sich in ihr warmes weiches Bett legte und unter die Decke schlüpfte, erinnerte sie sich wieder der dunklen Kirchenvorhalle, des Weihrauchgeruchs und der Gestalten an den Säulen, und es wurde ihr ganz unheimlich bei dem Gedanken, daß diese Gestalten, solange sie schliefe, unbeweglich stehen würden.",nein,0,,,,set_1_gt,False,False,False,False,False,True,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
414,Der Diener hatte die Kannen zurechtgesetzt und verließ das Zimmer.,nein,0,,,,set_1_gt,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
415,"Rief dann Frau Lüdecke mit überbehutsamem Türöffnen zum Mittagsmahl und blickte in der unvermittelten Helle der Eßstube Branhardt auf seine Frau, dann lag auf ihrem Gesicht jedesmal das Herzensfreudige, Lebenleuchtende, das noch die schwermütigste Musik darüber zu breiten pflegte.",nein,0,,,,set_1_gt,False,False,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False
416,"Also Mutter Schmidten, de Blumenfrau von Ecke Stromstraße, die wäscht un kocht de Frau von Denson un is hingezogen bei sie.",nein,0,,,,set_1_gt,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
417,"Und hab mich wieder weit auf Umwegen fahren lassen, durch die Klopstockstraße un den janzen Tiergarten.",nein,0,,,,set_1_gt,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
418,"Sie liefen die Straßen, die Plätze, die Gabelungen ab, streiften ganze Tage lang umher, als hätten sie die Viertel eins nach dem anderen erobern wollen, und ließen ihre Theorien von den Hauswänden widerhallen.",nein,0,,,,set_1_gt,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
419,Statt des Korns wachsen Soldaten aus unserer schwarzen Erde.,nein,0,,,,set_1_gt,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
420,Der Lärm von der Straße dringt dumpf herauf.,ja,1,,,,set_1_gt,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False
421,Es schimmert durch die trüben Fenster.,ja,1,,,,set_1_gt,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
422,"Dann aber sah ich mich plötzlich in einem Raum allein gelassen, der wohl orientalisches Gepräge trug, denn er wies die verschwenderische Fülle mehr oder weniger kostbarer Asienteppiche, mehrerer Ottomanen und jeden Schritt verschluckender Felle und Pelze, so daß er mehr einem Zelt als dem Zimmer einer deutschen Dutzendvilla glich, aber das Eigentümliche des Raumes wäre damit noch keineswegs bezeichnet gewesen.",ja,1,,,,set_1_gt,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True
423,"Der Frost zeigte Neigung, in Tauwetter überzugehn; die Schneeschicht lag nur noch dünn und klebrig auf der Straße, und ein feiner Winternebel verschleierte das gelbe Licht der Laternen.",ja,1,,,,set_1_gt,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,True,True,True
424,"Er nähert sich tänzelnd dem Weihnachtsbaum, mit hellerer Stimme weitersingend, und steigt auf den Tisch.",nein,0,,,,set_1_gt,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
425,"Sobald die Kinder vom Tisch gestiegen sind, erleuchten sich die Fenster des Häuschens, und durch die blauen Scheiben fallen magische Lichtstreifen auf die Büsche, die Blumenelfen und die Felsen.",Teilsatz,0,,,,set_1_gt,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,True,False,True,True,False,True
